ano,mes,delegacia,populacao,densidade_demografica,idh,furtos,roubos,homicidios_dolosos,lesao_corporal,estelionato,trafico_drogas,total_ocorrencias,trimestre,taxa_por_100k,mes_sin,mes_cos
2018,12,Ipiranga,108000,8500,0.82,34,27,1,8,11,8,114,4,105.55555555555554,-2.4492935982947064e-16,1.0
2019,1,Ipiranga,108000,8500,0.82,18,28,0,12,11,9,100,1,92.5925925925926,0.49999999999999994,0.8660254037844387
2019,2,Ipiranga,108000,8500,0.82,28,25,0,13,12,17,115,1,106.48148148148148,0.8660254037844386,0.5000000000000001
2019,3,Ipiranga,108000,8500,0.82,44,26,0,16,15,17,138,1,127.77777777777779,1.0,6.123233995736766e-17
2019,4,Ipiranga,108000,8500,0.82,41,32,1,11,9,12,140,2,129.62962962962962,0.8660254037844387,-0.4999999999999998
2019,5,Ipiranga,108000,8500,0.82,45,37,0,17,12,7,134,2,124.07407407407408,0.49999999999999994,-0.8660254037844387
2019,6,Ipiranga,108000,8500,0.82,48,28,0,19,17,14,149,2,137.96296296296296,1.2246467991473532e-16,-1.0
2019,7,Ipiranga,108000,8500,0.82,45,32,1,18,7,11,145,3,134.25925925925924,-0.4999999999999997,-0.8660254037844388
2019,8,Ipiranga,108000,8500,0.82,34,22,0,12,11,9,106,3,98.14814814814814,-0.8660254037844384,-0.5000000000000004
2019,9,Ipiranga,108000,8500,0.82,38,22,0,12,11,7,112,3,103.70370370370371,-1.0,-1.8369701987210297e-16
2019,10,Ipiranga,108000,8500,0.82,36,24,0,14,12,8,116,4,107.4074074074074,-0.8660254037844386,0.5000000000000001
2019,11,Ipiranga,108000,8500,0.82,32,16,0,19,11,6,107,4,99.07407407407408,-0.5000000000000004,0.8660254037844384
2019,12,Ipiranga,108000,8500,0.82,28,25,0,12,10,9,103,4,95.37037037037037,-2.4492935982947064e-16,1.0
2020,1,Ipiranga,108000,8500,0.82,25,26,1,12,8,9,105,1,97.22222222222221,0.49999999999999994,0.8660254037844387
2020,2,Ipiranga,108000,8500,0.82,43,18,0,11,14,9,112,1,103.70370370370371,0.8660254037844386,0.5000000000000001
2020,3,Ipiranga,108000,8500,0.82,38,22,0,18,17,10,126,1,116.66666666666667,1.0,6.123233995736766e-17
2020,4,Ipiranga,108000,8500,0.82,36,27,0,16,11,10,111,2,102.77777777777779,0.8660254037844387,-0.4999999999999998
2020,5,Ipiranga,108000,8500,0.82,38,29,1,13,15,9,135,2,125.0,0.49999999999999994,-0.8660254037844387
2020,6,Ipiranga,108000,8500,0.82,40,33,1,16,17,12,150,2,138.88888888888889,1.2246467991473532e-16,-1.0
2020,7,Ipiranga,108000,8500,0.82,43,29,1,17,16,9,143,3,132.40740740740742,-0.4999999999999997,-0.8660254037844388
2020,8,Ipiranga,108000,8500,0.82,44,27,0,13,13,14,132,3,122.22222222222221,-0.8660254037844384,-0.5000000000000004
2020,9,Ipiranga,108000,8500,0.82,41,24,0,13,15,9,118,3,109.25925925925925,-1.0,-1.8369701987210297e-16
2020,10,Ipiranga,108000,8500,0.82,34,31,0,10,11,10,118,4,109.25925925925925,-0.8660254037844386,0.5000000000000001
2020,11,Ipiranga,108000,8500,0.82,35,24,0,9,12,8,106,4,98.14814814814814,-0.5000000000000004,0.8660254037844384
2020,12,Ipiranga,108000,8500,0.82,28,23,0,15,8,10,106,4,98.14814814814814,-2.4492935982947064e-16,1.0
2021,1,Ipiranga,108000,8500,0.82,33,26,0,8,11,11,102,1,94.44444444444444,0.49999999999999994,0.8660254037844387
2021,2,Ipiranga,108000,8500,0.82,39,27,0,9,9,10,112,1,103.70370370370371,0.8660254037844386,0.5000000000000001
2021,3,Ipiranga,108000,8500,0.82,32,30,1,21,16,11,142,1,131.4814814814815,1.0,6.123233995736766e-17
2021,4,Ipiranga,108000,8500,0.82,38,34,0,22,10,10,130,2,120.37037037037038,0.8660254037844387,-0.4999999999999998
2021,5,Ipiranga,108000,8500,0.82,33,25,1,13,15,7,119,2,110.18518518518519,0.49999999999999994,-0.8660254037844387
2021,6,Ipiranga,108000,8500,0.82,39,37,1,17,11,15,145,2,134.25925925925924,1.2246467991473532e-16,-1.0
2021,7,Ipiranga,108000,8500,0.82,44,44,1,20,16,12,168,3,155.55555555555554,-0.4999999999999997,-0.8660254037844388
2021,8,Ipiranga,108000,8500,0.82,47,31,1,17,15,12,151,3,139.8148148148148,-0.8660254037844384,-0.5000000000000004
2021,9,Ipiranga,108000,8500,0.82,34,30,1,11,7,11,126,3,116.66666666666667,-1.0,-1.8369701987210297e-16
2021,10,Ipiranga,108000,8500,0.82,36,18,0,10,19,2,102,4,94.44444444444444,-0.8660254037844386,0.5000000000000001
2021,11,Ipiranga,108000,8500,0.82,24,17,0,17,9,7,97,4,89.81481481481481,-0.5000000000000004,0.8660254037844384
2021,12,Ipiranga,108000,8500,0.82,29,22,0,15,10,10,105,4,97.22222222222221,-2.4492935982947064e-16,1.0
2022,1,Ipiranga,108000,8500,0.82,34,19,0,13,9,8,100,1,92.5925925925926,0.49999999999999994,0.8660254037844387
2022,2,Ipiranga,108000,8500,0.82,26,24,1,10,4,11,103,1,95.37037037037037,0.8660254037844386,0.5000000000000001
2022,3,Ipiranga,108000,8500,0.82,36,13,0,13,12,13,108,1,100.0,1.0,6.123233995736766e-17
2022,4,Ipiranga,108000,8500,0.82,40,15,1,18,20,13,133,2,123.14814814814814,0.8660254037844387,-0.4999999999999998
2022,5,Ipiranga,108000,8500,0.82,27,32,1,11,10,7,112,2,103.70370370370371,0.49999999999999994,-0.8660254037844387
2022,6,Ipiranga,108000,8500,0.82,35,31,1,17,19,11,138,2,127.77777777777779,1.2246467991473532e-16,-1.0
2022,7,Ipiranga,108000,8500,0.82,32,26,1,16,16,7,127,3,117.5925925925926,-0.4999999999999997,-0.8660254037844388
2022,8,Ipiranga,108000,8500,0.82,47,29,0,9,12,7,127,3,117.5925925925926,-0.8660254037844384,-0.5000000000000004
2022,9,Ipiranga,108000,8500,0.82,30,21,0,15,10,12,108,3,100.0,-1.0,-1.8369701987210297e-16
2022,10,Ipiranga,108000,8500,0.82,31,21,0,12,12,5,94,4,87.03703703703704,-0.8660254037844386,0.5000000000000001
2022,11,Ipiranga,108000,8500,0.82,20,20,1,14,7,4,90,4,83.33333333333334,-0.5000000000000004,0.8660254037844384
2022,12,Ipiranga,108000,8500,0.82,18,17,0,17,10,5,84,4,77.77777777777777,-2.4492935982947064e-16,1.0
2023,1,Ipiranga,108000,8500,0.82,38,17,0,8,8,7,95,1,87.96296296296296,0.49999999999999994,0.8660254037844387
2023,2,Ipiranga,108000,8500,0.82,35,29,0,12,5,5,107,1,99.07407407407408,0.8660254037844386,0.5000000000000001
2023,3,Ipiranga,108000,8500,0.82,32,18,0,15,10,7,102,1,94.44444444444444,1.0,6.123233995736766e-17
2023,4,Ipiranga,108000,8500,0.82,34,21,0,16,11,10,111,2,102.77777777777779,0.8660254037844387,-0.4999999999999998
2023,5,Ipiranga,108000,8500,0.82,23,29,1,12,18,8,118,2,109.25925925925925,0.49999999999999994,-0.8660254037844387
2023,6,Ipiranga,108000,8500,0.82,46,35,0,19,17,10,145,2,134.25925925925924,1.2246467991473532e-16,-1.0
2023,7,Ipiranga,108000,8500,0.82,37,20,1,7,15,12,120,3,111.11111111111111,-0.4999999999999997,-0.8660254037844388
2023,8,Ipiranga,108000,8500,0.82,36,33,0,19,11,5,120,3,111.11111111111111,-0.8660254037844384,-0.5000000000000004
2023,9,Ipiranga,108000,8500,0.82,33,22,1,12,12,9,116,3,107.4074074074074,-1.0,-1.8369701987210297e-16
2023,10,Ipiranga,108000,8500,0.82,41,31,0,11,7,9,119,4,110.18518518518519,-0.8660254037844386,0.5000000000000001
2023,11,Ipiranga,108000,8500,0.82,29,23,0,8,4,10,86,4,79.62962962962962,-0.5000000000000004,0.8660254037844384
2023,12,Ipiranga,108000,8500,0.82,28,21,0,16,7,7,95,4,87.96296296296296,-2.4492935982947064e-16,1.0
2018,1,Santo André,720000,4200,0.8,160,125,3,58,44,38,524,1,72.77777777777779,0.49999999999999994,0.8660254037844387
2018,2,Santo André,720000,4200,0.8,156,137,3,75,49,41,552,1,76.66666666666667,0.8660254037844386,0.5000000000000001
2018,3,Santo André,720000,4200,0.8,166,137,3,56,57,46,558,1,77.5,1.0,6.123233995736766e-17
2018,4,Santo André,720000,4200,0.8,182,142,4,63,56,40,597,2,82.91666666666666,0.8660254037844387,-0.4999999999999998
2018,5,Santo André,720000,4200,0.8,229,161,5,87,66,74,757,2,105.13888888888889,0.49999999999999994,-0.8660254037844387
2018,6,Santo André,720000,4200,0.8,179,166,5,86,72,57,686,2,95.27777777777777,1.2246467991473532e-16,-1.0
2018,7,Santo André,720000,4200,0.8,190,153,4,74,66,58,662,3,91.94444444444444,-0.4999999999999997,-0.8660254037844388
2018,8,Santo André,720000,4200,0.8,186,144,4,57,58,54,617,3,85.69444444444444,-0.8660254037844384,-0.5000000000000004
2018,9,Santo André,720000,4200,0.8,146,115,3,47,43,29,475,3,65.97222222222223,-1.0,-1.8369701987210297e-16
2018,10,Santo André,720000,4200,0.8,154,123,3,65,49,36,514,4,71.38888888888889,-0.8660254037844386,0.5000000000000001
2018,11,Santo André,720000,4200,0.8,159,116,3,49,41,42,493,4,68.47222222222221,-0.5000000000000004,0.8660254037844384
2018,12,Santo André,720000,4200,0.8,148,114,2,41,42,43,462,4,64.16666666666667,-2.4492935982947064e-16,1.0
2019,1,Santo André,720000,4200,0.8,144,95,4,61,51,44,506,1,70.27777777777777,0.49999999999999994,0.8660254037844387
2019,2,Santo André,720000,4200,0.8,177,93,3,64,54,41,508,1,70.55555555555556,0.8660254037844386,0.5000000000000001
2019,3,Santo André,720000,4200,0.8,144,109,4,59,51,44,514,1,71.38888888888889,1.0,6.123233995736766e-17
2019,4,Santo André,720000,4200,0.8,156,134,3,75,59,47,570,2,79.16666666666667,0.8660254037844387,-0.4999999999999998
2019,5,Santo André,720000,4200,0.8,226,148,4,74,59,73,698,2,96.94444444444444,0.49999999999999994,-0.8660254037844387
2019,6,Santo André,720000,4200,0.8,185,132,4,84,65,47,631,2,87.63888888888889,1.2246467991473532e-16,-1.0
2019,7,Santo André,720000,4200,0.8,240,150,5,90,51,40,700,3,97.22222222222221,-0.4999999999999997,-0.8660254037844388
2019,8,Santo André,720000,4200,0.8,193,141,4,76,62,50,643,3,89.30555555555556,-0.8660254037844384,-0.5000000000000004
2019,9,Santo André,720000,4200,0.8,161,111,4,57,52,41,532,3,73.88888888888889,-1.0,-1.8369701987210297e-16
2019,10,Santo André,720000,4200,0.8,145,108,3,61,61,41,511,4,70.97222222222223,-0.8660254037844386,0.5000000000000001
2019,11,Santo André,720000,4200,0.8,146,119,3,53,51,32,487,4,67.63888888888889,-0.5000000000000004,0.8660254037844384
2019,12,Santo André,720000,4200,0.8,147,100,3,56,49,47,493,4,68.47222222222221,-2.4492935982947064e-16,1.0
2020,1,Santo André,720000,4200,0.8,140,112,3,53,37,33,458,1,63.611111111111114,0.49999999999999994,0.8660254037844387
2020,2,Santo André,720000,4200,0.8,136,128,3,64,55,49,521,1,72.3611111111111,0.8660254037844386,0.5000000000000001
2020,3,Santo André,720000,4200,0.8,165,125,4,64,53,45,552,1,76.66666666666667,1.0,6.123233995736766e-17
2020,4,Santo André,720000,4200,0.8,188,116,4,55,47,40,559,2,77.63888888888889,0.8660254037844387,-0.4999999999999998
2020,5,Santo André,720000,4200,0.8,136,101,4,61,50,49,500,2,69.44444444444444,0.49999999999999994,-0.8660254037844387
2020,6,Santo André,720000,4200,0.8,207,145,4,71,64,64,672,2,93.33333333333333,1.2246467991473532e-16,-1.0
2020,7,Santo André,720000,4200,0.8,195,129,4,73,65,52,620,3,86.11111111111111,-0.4999999999999997,-0.8660254037844388
2020,8,Santo André,720000,4200,0.8,144,141,3,61,46,40,516,3,71.66666666666667,-0.8660254037844384,-0.5000000000000004
2020,9,Santo André,720000,4200,0.8,167,127,3,66,47,41,542,3,75.27777777777777,-1.0,-1.8369701987210297e-16
2020,10,Santo André,720000,4200,0.8,136,98,4,52,53,43,485,4,67.36111111111111,-0.8660254037844386,0.5000000000000001
2020,11,Santo André,720000,4200,0.8,171,114,3,61,44,43,522,4,72.5,-0.5000000000000004,0.8660254037844384
2020,12,Santo André,720000,4200,0.8,140,91,2,46,34,33,408,4,56.66666666666667,-2.4492935982947064e-16,1.0
2021,1,Santo André,720000,4200,0.8,139,112,3,60,43,34,470,1,65.27777777777777,0.49999999999999994,0.8660254037844387
2021,2,Santo André,720000,4200,0.8,151,104,3,62,52,39,500,1,69.44444444444444,0.8660254037844386,0.5000000000000001
2021,3,Santo André,720000,4200,0.8,131,106,3,52,36,37,452,1,62.77777777777778,1.0,6.123233995736766e-17
2021,4,Santo André,720000,4200,0.8,177,129,3,67,59,48,572,2,79.44444444444444,0.8660254037844387,-0.4999999999999998
2021,5,Santo André,720000,4200,0.8,191,137,4,78,52,43,625,2,86.80555555555556,0.49999999999999994,-0.8660254037844387
2021,6,Santo André,720000,4200,0.8,169,128,4,73,56,51,578,2,80.27777777777779,1.2246467991473532e-16,-1.0
2021,7,Santo André,720000,4200,0.8,151,110,4,56,60,42,538,3,74.72222222222223,-0.4999999999999997,-0.8660254037844388
2021,8,Santo André,720000,4200,0.8,213,144,4,66,66,43,633,3,87.91666666666667,-0.8660254037844384,-0.5000000000000004
2021,9,Santo André,720000,4200,0.8,169,112,4,60,57,35,533,3,74.02777777777777,-1.0,-1.8369701987210297e-16
2021,10,Santo André,720000,4200,0.8,151,109,3,65,57,28,505,4,70.13888888888889,-0.8660254037844386,0.5000000000000001
2021,11,Santo André,720000,4200,0.8,135,96,3,59,48,52,489,4,67.91666666666667,-0.5000000000000004,0.8660254037844384
2021,12,Santo André,720000,4200,0.8,106,96,2,50,32,30,382,4,53.05555555555556,-2.4492935982947064e-16,1.0
2022,1,Santo André,720000,4200,0.8,150,111,4,57,48,29,500,1,69.44444444444444,0.49999999999999994,0.8660254037844387
2022,2,Santo André,720000,4200,0.8,179,109,3,73,60,47,557,1,77.36111111111111,0.8660254037844386,0.5000000000000001
2022,3,Santo André,720000,4200,0.8,160,114,4,72,48,44,542,1,75.27777777777777,1.0,6.123233995736766e-17
2022,4,Santo André,720000,4200,0.8,175,91,3,70,69,55,538,2,74.72222222222223,0.8660254037844387,-0.4999999999999998
2022,5,Santo André,720000,4200,0.8,161,118,3,72,53,39,536,2,74.44444444444444,0.49999999999999994,-0.8660254037844387
2022,6,Santo André,720000,4200,0.8,201,130,5,75,68,51,654,2,90.83333333333334,1.2246467991473532e-16,-1.0
2022,7,Santo André,720000,4200,0.8,168,125,4,62,68,65,590,3,81.94444444444444,-0.4999999999999997,-0.8660254037844388
2022,8,Santo André,720000,4200,0.8,169,109,3,63,51,53,539,3,74.86111111111111,-0.8660254037844384,-0.5000000000000004
2022,9,Santo André,720000,4200,0.8,126,96,3,65,62,39,480,3,66.66666666666667,-1.0,-1.8369701987210297e-16
2022,10,Santo André,720000,4200,0.8,196,119,3,68,48,36,552,4,76.66666666666667,-0.8660254037844386,0.5000000000000001
2022,11,Santo André,720000,4200,0.8,112,103,3,46,34,43,413,4,57.361111111111114,-0.5000000000000004,0.8660254037844384
2022,12,Santo André,720000,4200,0.8,164,108,3,64,44,47,511,4,70.97222222222223,-2.4492935982947064e-16,1.0
2023,1,Santo André,720000,4200,0.8,154,88,3,54,43,33,462,1,64.16666666666667,0.49999999999999994,0.8660254037844387
2023,2,Santo André,720000,4200,0.8,157,104,3,69,58,37,524,1,72.77777777777779,0.8660254037844386,0.5000000000000001
2023,3,Santo André,720000,4200,0.8,160,123,4,75,63,33,560,1,77.77777777777777,1.0,6.123233995736766e-17
2023,4,Santo André,720000,4200,0.8,133,88,2,45,42,45,426,2,59.166666666666664,0.8660254037844387,-0.4999999999999998
2023,5,Santo André,720000,4200,0.8,196,140,3,91,56,43,609,2,84.58333333333333,0.49999999999999994,-0.8660254037844387
2023,6,Santo André,720000,4200,0.8,190,149,5,78,75,48,667,2,92.63888888888889,1.2246467991473532e-16,-1.0
2023,7,Santo André,720000,4200,0.8,166,132,4,78,71,50,610,3,84.72222222222221,-0.4999999999999997,-0.8660254037844388
2023,8,Santo André,720000,4200,0.8,143,102,3,65,50,30,480,3,66.66666666666667,-0.8660254037844384,-0.5000000000000004
2023,9,Santo André,720000,4200,0.8,164,111,3,65,50,39,510,3,70.83333333333334,-1.0,-1.8369701987210297e-16
2023,10,Santo André,720000,4200,0.8,143,107,3,53,48,39,484,4,67.22222222222223,-0.8660254037844386,0.5000000000000001
2023,11,Santo André,720000,4200,0.8,145,125,3,74,59,39,532,4,73.88888888888889,-0.5000000000000004,0.8660254037844384
2023,12,Santo André,720000,4200,0.8,145,115,3,45,58,37,477,4,66.25,-2.4492935982947064e-16,1.0
2018,1,Guarulhos,1400000,3900,0.76,245,185,4,77,76,50,757,1,54.07142857142858,0.49999999999999994,0.8660254037844387
2018,2,Guarulhos,1400000,3900,0.76,252,204,6,115,76,65,862,1,61.57142857142858,0.8660254037844386,0.5000000000000001
2018,3,Guarulhos,1400000,3900,0.76,264,160,6,101,75,54,818,1,58.42857142857142,1.0,6.123233995736766e-17
2018,4,Guarulhos,1400000,3900,0.76,324,255,8,134,99,87,1101,2,78.64285714285714,0.8660254037844387,-0.4999999999999998
2018,5,Guarulhos,1400000,3900,0.76,345,239,7,141,106,86,1111,2,79.35714285714285,0.49999999999999994,-0.8660254037844387
2018,6,Guarulhos,1400000,3900,0.76,317,213,7,117,95,83,1013,2,72.35714285714286,1.2246467991473532e-16,-1.0
2018,7,Guarulhos,1400000,3900,0.76,349,247,7,140,132,104,1170,3,83.57142857142857,-0.4999999999999997,-0.8660254037844388
2018,8,Guarulhos,1400000,3900,0.76,277,216,7,103,100,77,965,3,68.92857142857143,-0.8660254037844384,-0.5000000000000004
2018,9,Guarulhos,1400000,3900,0.76,297,196,7,121,102,79,994,3,71.0,-1.0,-1.8369701987210297e-16
2018,10,Guarulhos,1400000,3900,0.76,252,164,5,99,79,52,778,4,55.57142857142857,-0.8660254037844386,0.5000000000000001
2018,11,Guarulhos,1400000,3900,0.76,239,175,5,94,77,53,772,4,55.14285714285714,-0.5000000000000004,0.8660254037844384
2018,12,Guarulhos,1400000,3900,0.76,244,182,5,95,84,68,820,4,58.57142857142858,-2.4492935982947064e-16,1.0
2019,1,Guarulhos,1400000,3900,0.76,221,188,6,94,82,56,802,1,57.285714285714285,0.49999999999999994,0.8660254037844387
2019,2,Guarulhos,1400000,3900,0.76,222,168,6,104,89,64,807,1,57.64285714285714,0.8660254037844386,0.5000000000000001
2019,3,Guarulhos,1400000,3900,0.76,235,196,6,112,73,68,854,1,61.0,1.0,6.123233995736766e-17
2019,4,Guarulhos,1400000,3900,0.76,327,255,7,124,123,81,1105,2,78.92857142857143,0.8660254037844387,-0.4999999999999998
2019,5,Guarulhos,1400000,3900,0.76,295,233,6,119,100,71,986,2,70.42857142857143,0.49999999999999994,-0.8660254037844387
2019,6,Guarulhos,1400000,3900,0.76,326,275,8,137,117,83,1158,2,82.71428571428571,1.2246467991473532e-16,-1.0
2019,7,Guarulhos,1400000,3900,0.76,278,206,7,123,114,83,991,3,70.78571428571429,-0.4999999999999997,-0.8660254037844388
2019,8,Guarulhos,1400000,3900,0.76,313,224,7,125,95,73,1022,3,73.0,-0.8660254037844384,-0.5000000000000004
2019,9,Guarulhos,1400000,3900,0.76,301,184,6,104,78,66,896,3,64.0,-1.0,-1.8369701987210297e-16
2019,10,Guarulhos,1400000,3900,0.76,278,205,6,109,90,69,914,4,65.28571428571429,-0.8660254037844386,0.5000000000000001
2019,11,Guarulhos,1400000,3900,0.76,231,164,5,119,87,70,810,4,57.85714285714286,-0.5000000000000004,0.8660254037844384
2019,12,Guarulhos,1400000,3900,0.76,245,150,5,86,75,63,765,4,54.64285714285714,-2.4492935982947064e-16,1.0
2020,1,Guarulhos,1400000,3900,0.76,193,160,4,75,76,52,665,1,47.5,0.49999999999999994,0.8660254037844387
2020,2,Guarulhos,1400000,3900,0.76,251,166,5,100,73,69,803,1,57.35714285714286,0.8660254037844386,0.5000000000000001
2020,3,Guarulhos,1400000,3900,0.76,314,186,7,135,92,70,984,1,70.28571428571429,1.0,6.123233995736766e-17
2020,4,Guarulhos,1400000,3900,0.76,290,213,6,111,91,86,960,2,68.57142857142857,0.8660254037844387,-0.4999999999999998
2020,5,Guarulhos,1400000,3900,0.76,313,227,8,137,119,88,1099,2,78.5,0.49999999999999994,-0.8660254037844387
2020,6,Guarulhos,1400000,3900,0.76,316,215,6,119,96,91,1011,2,72.21428571428572,1.2246467991473532e-16,-1.0
2020,7,Guarulhos,1400000,3900,0.76,311,252,7,133,101,82,1057,3,75.5,-0.4999999999999997,-0.8660254037844388
2020,8,Guarulhos,1400000,3900,0.76,262,207,5,102,80,58,840,3,59.99999999999999,-0.8660254037844384,-0.5000000000000004
2020,9,Guarulhos,1400000,3900,0.76,250,227,7,125,98,60,956,3,68.28571428571428,-1.0,-1.8369701987210297e-16
2020,10,Guarulhos,1400000,3900,0.76,236,144,5,112,66,57,751,4,53.64285714285714,-0.8660254037844386,0.5000000000000001
2020,11,Guarulhos,1400000,3900,0.76,213,176,4,64,57,50,678,4,48.42857142857143,-0.5000000000000004,0.8660254037844384
2020,12,Guarulhos,1400000,3900,0.76,260,158,5,113,77,67,808,4,57.714285714285715,-2.4492935982947064e-16,1.0
2021,1,Guarulhos,1400000,3900,0.76,196,150,5,94,79,68,725,1,51.785714285714285,0.49999999999999994,0.8660254037844387
2021,2,Guarulhos,1400000,3900,0.76,240,219,6,79,84,64,843,1,60.21428571428572,0.8660254037844386,0.5000000000000001
2021,3,Guarulhos,1400000,3900,0.76,291,200,6,96,86,68,893,1,63.78571428571428,1.0,6.123233995736766e-17
2021,4,Guarulhos,1400000,3900,0.76,220,181,6,79,86,58,783,2,55.92857142857143,0.8660254037844387,-0.4999999999999998
2021,5,Guarulhos,1400000,3900,0.76,291,207,7,105,91,85,971,2,69.35714285714286,0.49999999999999994,-0.8660254037844387
2021,6,Guarulhos,1400000,3900,0.76,302,224,7,109,112,98,1034,2,73.85714285714286,1.2246467991473532e-16,-1.0
2021,7,Guarulhos,1400000,3900,0.76,344,223,6,146,119,83,1079,3,77.07142857142857,-0.4999999999999997,-0.8660254037844388
2021,8,Guarulhos,1400000,3900,0.76,268,201,6,115,81,78,901,3,64.35714285714286,-0.8660254037844384,-0.5000000000000004
2021,9,Guarulhos,1400000,3900,0.76,278,212,6,109,90,73,915,3,65.35714285714286,-1.0,-1.8369701987210297e-16
2021,10,Guarulhos,1400000,3900,0.76,242,204,6,108,88,70,870,4,62.14285714285714,-0.8660254037844386,0.5000000000000001
2021,11,Guarulhos,1400000,3900,0.76,194,144,4,78,64,58,661,4,47.214285714285715,-0.5000000000000004,0.8660254037844384
2021,12,Guarulhos,1400000,3900,0.76,242,173,7,102,84,87,863,4,61.642857142857146,-2.4492935982947064e-16,1.0
2022,1,Guarulhos,1400000,3900,0.76,215,142,4,80,52,51,656,1,46.857142857142854,0.49999999999999994,0.8660254037844387
2022,2,Guarulhos,1400000,3900,0.76,211,134,5,103,73,54,711,1,50.78571428571429,0.8660254037844386,0.5000000000000001
2022,3,Guarulhos,1400000,3900,0.76,238,185,5,110,70,75,803,1,57.35714285714286,1.0,6.123233995736766e-17
2022,4,Guarulhos,1400000,3900,0.76,267,154,6,102,91,79,847,2,60.49999999999999,0.8660254037844387,-0.4999999999999998
2022,5,Guarulhos,1400000,3900,0.76,307,214,7,140,113,80,1050,2,75.0,0.49999999999999994,-0.8660254037844387
2022,6,Guarulhos,1400000,3900,0.76,308,224,7,139,100,54,1000,2,71.42857142857143,1.2246467991473532e-16,-1.0
2022,7,Guarulhos,1400000,3900,0.76,275,186,6,114,72,77,885,3,63.214285714285715,-0.4999999999999997,-0.8660254037844388
2022,8,Guarulhos,1400000,3900,0.76,296,213,6,116,71,83,950,3,67.85714285714286,-0.8660254037844384,-0.5000000000000004
2022,9,Guarulhos,1400000,3900,0.76,257,187,6,108,80,73,859,3,61.35714285714286,-1.0,-1.8369701987210297e-16
2022,10,Guarulhos,1400000,3900,0.76,201,180,4,96,76,56,732,4,52.285714285714285,-0.8660254037844386,0.5000000000000001
2022,11,Guarulhos,1400000,3900,0.76,196,160,5,83,73,48,709,4,50.64285714285714,-0.5000000000000004,0.8660254037844384
2022,12,Guarulhos,1400000,3900,0.76,229,147,3,92,74,54,691,4,49.35714285714286,-2.4492935982947064e-16,1.0
2023,1,Guarulhos,1400000,3900,0.76,213,145,4,91,101,63,734,1,52.42857142857143,0.49999999999999994,0.8660254037844387
2023,2,Guarulhos,1400000,3900,0.76,246,169,6,80,67,70,783,1,55.92857142857143,0.8660254037844386,0.5000000000000001
2023,3,Guarulhos,1400000,3900,0.76,236,178,5,94,82,66,801,1,57.21428571428571,1.0,6.123233995736766e-17
2023,4,Guarulhos,1400000,3900,0.76,225,197,6,110,85,74,861,2,61.5,0.8660254037844387,-0.4999999999999998
2023,5,Guarulhos,1400000,3900,0.76,295,197,7,107,92,78,953,2,68.07142857142857,0.49999999999999994,-0.8660254037844387
2023,6,Guarulhos,1400000,3900,0.76,287,196,6,118,108,76,935,2,66.78571428571429,1.2246467991473532e-16,-1.0
2023,7,Guarulhos,1400000,3900,0.76,333,246,7,135,102,77,1074,3,76.71428571428572,-0.4999999999999997,-0.8660254037844388
2023,8,Guarulhos,1400000,3900,0.76,249,179,6,103,76,50,819,3,58.5,-0.8660254037844384,-0.5000000000000004
2023,9,Guarulhos,1400000,3900,0.76,262,193,5,96,80,73,845,3,60.357142857142854,-1.0,-1.8369701987210297e-16
2023,10,Guarulhos,1400000,3900,0.76,234,155,6,103,77,67,800,4,57.142857142857146,-0.8660254037844386,0.5000000000000001
2023,11,Guarulhos,1400000,3900,0.76,187,164,5,96,82,51,714,4,51.00000000000001,-0.5000000000000004,0.8660254037844384
2023,12,Guarulhos,1400000,3900,0.76,215,145,5,85,65,59,703,4,50.214285714285715,-2.4492935982947064e-16,1.0
2018,1,Osasco,700000,10200,0.76,201,167,3,88,62,52,668,1,95.42857142857143,0.49999999999999994,0.8660254037844387
2018,2,Osasco,700000,10200,0.76,181,137,4,77,61,49,605,1,86.42857142857143,0.8660254037844386,0.5000000000000001
2018,3,Osasco,700000,10200,0.76,182,177,5,70,63,74,700,1,100.0,1.0,6.123233995736766e-17
2018,4,Osasco,700000,10200,0.76,233,171,6,104,86,63,810,2,115.71428571428572,0.8660254037844387,-0.4999999999999998
2018,5,Osasco,700000,10200,0.76,216,156,4,88,68,53,701,2,100.14285714285715,0.49999999999999994,-0.8660254037844387
2018,6,Osasco,700000,10200,0.76,250,157,5,103,75,76,801,2,114.42857142857142,1.2246467991473532e-16,-1.0
2018,7,Osasco,700000,10200,0.76,238,204,5,87,89,48,812,3,116.0,-0.4999999999999997,-0.8660254037844388
2018,8,Osasco,700000,10200,0.76,230,156,5,88,69,53,731,3,104.42857142857144,-0.8660254037844384,-0.5000000000000004
2018,9,Osasco,700000,10200,0.76,215,147,5,84,59,78,717,3,102.42857142857143,-1.0,-1.8369701987210297e-16
2018,10,Osasco,700000,10200,0.76,166,149,4,92,60,45,635,4,90.71428571428571,-0.8660254037844386,0.5000000000000001
2018,11,Osasco,700000,10200,0.76,139,102,3,57,48,34,468,4,66.85714285714285,-0.5000000000000004,0.8660254037844384
2018,12,Osasco,700000,10200,0.76,192,145,4,75,83,50,655,4,93.57142857142857,-2.4492935982947064e-16,1.0
2019,1,Osasco,700000,10200,0.76,168,117,5,64,55,71,601,1,85.85714285714286,0.49999999999999994,0.8660254037844387
